simulation,mean_hits
117,0.7524271844660194
118,0.758495145631068
119,0.7524271844660194
120,0.7378640776699029
121,0.7493932038834952
122,0.7063106796116505
123,0.7111650485436893
124,0.7245145631067961
125,0.7475728155339806
126,0.7524271844660194
127,0.7160194174757282
128,0.7469660194174758
129,0.7463592233009708
130,0.7372572815533981
131,0.7348300970873787
132,0.7360436893203883
133,0.7196601941747572
134,0.7154126213592233
135,0.7281553398058253
136,0.7129854368932039
137,0.7160194174757282
138,0.7912621359223301
139,0.7390776699029126
140,0.7317961165048543
141,0.7609223300970874
142,0.7560679611650486
143,0.7675970873786407
144,0.7196601941747572
145,0.7226941747572816
146,0.7299757281553398
147,0.7390776699029126
148,0.745752427184466
149,0.741504854368932
150,0.7239077669902912
151,0.7257281553398058
152,0.7154126213592233
153,0.7245145631067961
154,0.75
155,0.7603155339805825
156,0.7688106796116505
157,0.7287621359223301
158,0.7524271844660194
159,0.758495145631068
160,0.7226941747572816
161,0.7324029126213593
162,0.7342233009708737
163,0.7281553398058253
164,0.7475728155339806
165,0.7439320388349514
166,0.7281553398058253
167,0.7366504854368932
168,0.7287621359223301
169,0.6923543689320388
170,0.7178398058252428
171,0.7099514563106796
172,0.7117718446601942
173,0.7257281553398058
174,0.7220873786407767
175,0.7287621359223301
176,0.7008495145631068
177,0.7226941747572816
178,0.7342233009708737
179,0.7245145631067961
180,0.7220873786407767
181,0.7390776699029126
182,0.7554611650485437
183,0.7427184466019418
184,0.7463592233009708
185,0.7451456310679612
186,0.7239077669902912
187,0.7487864077669902
188,0.6972087378640777
189,0.7408980582524272
190,0.7360436893203883
191,0.7615291262135923
192,0.7657766990291263
193,0.7099514563106796
194,0.6996359223300971
195,0.7275485436893204
196,0.7633495145631068
197,0.7087378640776699
198,0.7390776699029126
199,0.7190533980582524
200,0.7463592233009708
201,0.7402912621359223
202,0.7354368932038835
203,0.7324029126213593
204,0.7148058252427184
205,0.716626213592233
206,0.7311893203883495
207,0.7669902912621359
208,0.7451456310679612
209,0.7226941747572816
210,0.7336165048543689
211,0.712378640776699
212,0.7069174757281553
213,0.7360436893203883
214,0.7141990291262136
215,0.7366504854368932
216,0.7421116504854369
217,0.7220873786407767
218,0.7451456310679612
219,0.6972087378640777
220,0.7487864077669902
221,0.7408980582524272
222,0.7226941747572816
223,0.7002427184466019
224,0.7196601941747572
225,0.75
226,0.7336165048543689
227,0.7190533980582524
228,0.7554611650485437
229,0.7287621359223301
230,0.7330097087378641
231,0.7348300970873787
232,0.7445388349514563
233,0.7348300970873787
234,0.7675970873786407
235,0.7469660194174758
236,0.7311893203883495
237,0.7117718446601942
238,0.7390776699029126
239,0.7421116504854369
240,0.75
241,0.7603155339805825
242,0.7348300970873787
243,0.7069174757281553
244,0.7633495145631068
245,0.7093446601941747
246,0.7275485436893204
247,0.7269417475728155
248,0.7245145631067961
249,0.7342233009708737
250,0.7220873786407767
251,0.7354368932038835
252,0.7445388349514563
253,0.7299757281553398
254,0.7712378640776699
255,0.7275485436893204
256,0.7536407766990292
257,0.7402912621359223
258,0.7324029126213593
259,0.7493932038834952
260,0.7275485436893204
261,0.7154126213592233
262,0.7141990291262136
263,0.7263349514563107
264,0.7317961165048543
265,0.7469660194174758
266,0.725121359223301
267,0.7427184466019418
268,0.7148058252427184
269,0.7354368932038835
270,0.7257281553398058
271,0.7372572815533981
272,0.7263349514563107
273,0.7372572815533981
274,0.6947815533980582
275,0.7421116504854369
276,0.7821601941747572
277,0.7396844660194175
278,0.7451456310679612
279,0.7317961165048543
280,0.7299757281553398
281,0.7663834951456311
282,0.7075242718446602
283,0.7305825242718447
284,0.7384708737864077
285,0.7148058252427184
286,0.7372572815533981
287,0.6972087378640777
288,0.7439320388349514
289,0.7560679611650486
290,0.7445388349514563
291,0.7396844660194175
292,0.7075242718446602
293,0.7287621359223301
294,0.7263349514563107
295,0.7324029126213593
296,0.741504854368932
297,0.7524271844660194
298,0.7287621359223301
299,0.7196601941747572
300,0.7069174757281553
301,0.7506067961165048
302,0.75
303,0.7396844660194175
304,0.7354368932038835
305,0.7069174757281553
306,0.7390776699029126
307,0.7469660194174758
308,0.7408980582524272
309,0.7512135922330098
310,0.7330097087378641
311,0.6893203883495146
312,0.725121359223301
313,0.7245145631067961
314,0.7378640776699029
315,0.7591019417475728
316,0.7469660194174758
317,0.7439320388349514
318,0.7451456310679612
319,0.7384708737864077
320,0.7050970873786407
321,0.7257281553398058
322,0.7226941747572816
323,0.7390776699029126
324,0.7141990291262136
325,0.7317961165048543
326,0.7269417475728155
327,0.7324029126213593
328,0.758495145631068
329,0.7506067961165048
330,0.7081310679611651
331,0.7220873786407767
332,0.7633495145631068
333,0.7342233009708737
334,0.7433252427184466
335,0.7069174757281553
336,0.7026699029126213
337,0.7087378640776699
338,0.7141990291262136
339,0.7463592233009708
340,0.7305825242718447
341,0.7129854368932039
342,0.7311893203883495
343,0.7275485436893204
344,0.7233009708737864
345,0.7615291262135923
346,0.7281553398058253
347,0.7597087378640777
348,0.7451456310679612
349,0.7148058252427184
350,0.7451456310679612
351,0.7378640776699029
352,0.7075242718446602
353,0.741504854368932
354,0.7299757281553398
355,0.7275485436893204
356,0.7621359223300971
357,0.7184466019417476
358,0.7287621359223301
359,0.7463592233009708
360,0.7991504854368932
361,0.7657766990291263
362,0.745752427184466
363,0.725121359223301
364,0.7311893203883495
365,0.7439320388349514
366,0.7390776699029126
367,0.7336165048543689
368,0.7597087378640777
369,0.7560679611650486
370,0.7445388349514563
371,0.7190533980582524
372,0.7287621359223301
373,0.7675970873786407
374,0.6953883495145631
375,0.7184466019417476
376,0.7408980582524272
377,0.7336165048543689
378,0.745752427184466
379,0.720873786407767
380,0.7402912621359223
381,0.7172330097087378
382,0.7305825242718447
383,0.7421116504854369
384,0.7135922330097088
385,0.7299757281553398
386,0.7487864077669902
387,0.7372572815533981
388,0.7366504854368932
389,0.7342233009708737
390,0.7269417475728155
391,0.7427184466019418
392,0.7299757281553398
393,0.7330097087378641
394,0.7305825242718447
395,0.7342233009708737
396,0.7669902912621359
397,0.7433252427184466
398,0.7281553398058253
399,0.7578883495145631
400,0.7190533980582524
401,0.7069174757281553
402,0.6990291262135923
403,0.7348300970873787
404,0.7591019417475728
405,0.7360436893203883
406,0.7591019417475728
407,0.7396844660194175
408,0.7487864077669902
409,0.7378640776699029
410,0.7336165048543689
411,0.7214805825242718
412,0.7063106796116505
413,0.7257281553398058
414,0.7439320388349514
415,0.7736650485436893
416,0.7311893203883495
417,0.6850728155339806
418,0.7366504854368932
419,0.7348300970873787
420,0.7263349514563107
421,0.7378640776699029
422,0.7603155339805825
423,0.7469660194174758
424,0.7105582524271845
425,0.725121359223301
426,0.7421116504854369
427,0.7451456310679612
428,0.7512135922330098
429,0.7639563106796117
430,0.7184466019417476
431,0.7330097087378641
432,0.7597087378640777
433,0.7299757281553398
434,0.7669902912621359
435,0.7269417475728155
436,0.7518203883495146
437,0.7591019417475728
438,0.7275485436893204
439,0.7554611650485437
440,0.7487864077669902
441,0.7008495145631068
442,0.7178398058252428
443,0.7099514563106796
444,0.7402912621359223
445,0.7493932038834952
446,0.7287621359223301
447,0.7469660194174758
448,0.7469660194174758
449,0.7439320388349514
450,0.7111650485436893
451,0.7530339805825242
452,0.7766990291262136
453,0.7111650485436893
454,0.7402912621359223
455,0.7524271844660194
456,0.7032766990291263
457,0.7427184466019418
458,0.720873786407767
459,0.7154126213592233
460,0.7700242718446602
461,0.7257281553398058
462,0.7378640776699029
463,0.7050970873786407
464,0.7384708737864077
465,0.7506067961165048
466,0.7202669902912622
467,0.7354368932038835
468,0.7117718446601942
469,0.7706310679611651
470,0.7384708737864077
471,0.7451456310679612
472,0.741504854368932
473,0.7214805825242718
474,0.7487864077669902
475,0.7572815533980582
476,0.7439320388349514
477,0.7063106796116505
478,0.7317961165048543
479,0.7663834951456311
480,0.7506067961165048
481,0.7700242718446602
482,0.7263349514563107
483,0.7317961165048543
484,0.7245145631067961
485,0.7275485436893204
486,0.7129854368932039
487,0.7463592233009708
488,0.7172330097087378
489,0.7512135922330098
490,0.7366504854368932
491,0.7512135922330098
492,0.6966019417475728
493,0.7299757281553398
494,0.7354368932038835
495,0.7390776699029126
496,0.7548543689320388
497,0.725121359223301
498,0.7669902912621359
499,0.779126213592233
500,0.712378640776699
501,0.758495145631068
502,0.7493932038834952
503,0.7475728155339806
504,0.7293689320388349
505,0.7184466019417476
506,0.7512135922330098
507,0.7487864077669902
508,0.741504854368932
509,0.7117718446601942
510,0.7330097087378641
511,0.7342233009708737
512,0.7050970873786407
513,0.7560679611650486
514,0.7233009708737864
515,0.7099514563106796
516,0.741504854368932
517,0.758495145631068
518,0.7463592233009708
519,0.7615291262135923
520,0.7275485436893204
521,0.7481796116504854
522,0.7566747572815534
523,0.758495145631068
524,0.7348300970873787
525,0.7220873786407767
526,0.7075242718446602
527,0.7402912621359223
528,0.7063106796116505
529,0.7311893203883495
530,0.7396844660194175
531,0.7657766990291263
532,0.7560679611650486
533,0.7408980582524272
534,0.7032766990291263
535,0.6796116504854369
536,0.7548543689320388
537,0.7536407766990292
538,0.7293689320388349
539,0.7275485436893204
540,0.7263349514563107
541,0.7439320388349514
542,0.7311893203883495
543,0.7002427184466019
544,0.7639563106796117
545,0.7493932038834952
546,0.7633495145631068
547,0.774878640776699
548,0.7506067961165048
549,0.716626213592233
550,0.7111650485436893
551,0.7202669902912622
552,0.7469660194174758
553,0.7548543689320388
554,0.6990291262135923
555,0.7378640776699029
556,0.758495145631068
557,0.7160194174757282
558,0.7506067961165048
559,0.7493932038834952
560,0.7233009708737864
561,0.7439320388349514
562,0.7469660194174758
563,0.7226941747572816
564,0.7566747572815534
565,0.7603155339805825
566,0.7038834951456311
567,0.7202669902912622
568,0.7196601941747572
569,0.7657766990291263
570,0.725121359223301
571,0.7342233009708737
572,0.7530339805825242
573,0.7111650485436893
574,0.7633495145631068
575,0.7475728155339806
576,0.7469660194174758
577,0.712378640776699
578,0.7633495145631068
579,0.7360436893203883
580,0.7760922330097088
581,0.7081310679611651
582,0.7651699029126213
583,0.745752427184466
584,0.7530339805825242
585,0.7226941747572816
586,0.7257281553398058
587,0.7524271844660194
588,0.7342233009708737
589,0.7311893203883495
590,0.7135922330097088
591,0.7129854368932039
592,0.7141990291262136
593,0.741504854368932
594,0.7233009708737864
595,0.7293689320388349
596,0.7178398058252428
597,0.7615291262135923
598,0.7360436893203883
599,0.7178398058252428
600,0.754247572815534
601,0.7057038834951457
602,0.7524271844660194
603,0.7372572815533981
604,0.7342233009708737
605,0.7493932038834952
606,0.7160194174757282
607,0.7621359223300971
608,0.7408980582524272
609,0.7220873786407767
610,0.7202669902912622
611,0.7196601941747572
612,0.7390776699029126
613,0.7427184466019418
614,0.7057038834951457
615,0.7330097087378641
616,0.7481796116504854
617,0.75
618,0.7354368932038835
619,0.7342233009708737
620,0.712378640776699
621,0.75
622,0.7220873786407767
623,0.6978155339805825
624,0.7214805825242718
625,0.7378640776699029
626,0.7390776699029126
627,0.7396844660194175
628,0.7330097087378641
629,0.7148058252427184
630,0.7688106796116505
631,0.7196601941747572
632,0.7839805825242718
633,0.7378640776699029
634,0.7020631067961165
635,0.7202669902912622
636,0.7354368932038835
637,0.7263349514563107
638,0.7603155339805825
639,0.7117718446601942
640,0.7390776699029126
641,0.716626213592233
642,0.7287621359223301
643,0.7421116504854369
644,0.7760922330097088
645,0.7396844660194175
646,0.7851941747572816
647,0.7360436893203883
648,0.7433252427184466
649,0.7469660194174758
650,0.7451456310679612
651,0.7148058252427184
652,0.7609223300970874
653,0.7609223300970874
654,0.7026699029126213
655,0.7548543689320388
656,0.7633495145631068
657,0.7427184466019418
658,0.7506067961165048
659,0.7530339805825242
660,0.7421116504854369
661,0.7366504854368932
662,0.7451456310679612
663,0.6953883495145631
664,0.7081310679611651
665,0.7087378640776699
666,0.745752427184466
667,0.7293689320388349
668,0.7178398058252428
669,0.716626213592233
670,0.7530339805825242
671,0.7299757281553398
672,0.7675970873786407
673,0.7360436893203883
674,0.7524271844660194
675,0.7724514563106796
676,0.7154126213592233
677,0.745752427184466
678,0.7402912621359223
679,0.7785194174757282
680,0.7105582524271845
681,0.7530339805825242
682,0.7469660194174758
683,0.7451456310679612
684,0.7269417475728155
685,0.7621359223300971
686,0.7615291262135923
687,0.7117718446601942
688,0.7245145631067961
689,0.7633495145631068
690,0.7081310679611651
691,0.7493932038834952
692,0.7518203883495146
693,0.7324029126213593
694,0.7372572815533981
695,0.7324029126213593
696,0.7724514563106796
697,0.7530339805825242
698,0.7057038834951457
699,0.7202669902912622
700,0.7342233009708737
701,0.7299757281553398
702,0.7154126213592233
703,0.774878640776699
704,0.716626213592233
705,0.7245145631067961
706,0.7481796116504854
707,0.7293689320388349
708,0.7239077669902912
709,0.7293689320388349
710,0.7348300970873787
711,0.7269417475728155
712,0.7463592233009708
713,0.75
714,0.7512135922330098
715,0.7475728155339806
716,0.7469660194174758
717,0.7475728155339806
718,0.7578883495145631
719,0.7427184466019418
720,0.7269417475728155
721,0.6953883495145631
722,0.7172330097087378
723,0.7299757281553398
724,0.7269417475728155
725,0.7451456310679612
726,0.7694174757281553
727,0.7645631067961165
728,0.7324029126213593
729,0.725121359223301
730,0.7190533980582524
731,0.716626213592233
732,0.7293689320388349
733,0.7081310679611651
734,0.7342233009708737
735,0.7421116504854369
736,0.7706310679611651
737,0.7063106796116505
738,0.7148058252427184
739,0.7627427184466019
740,0.7111650485436893
741,0.7518203883495146
742,0.7287621359223301
743,0.7463592233009708
744,0.7141990291262136
745,0.7384708737864077
746,0.7360436893203883
747,0.7342233009708737
748,0.7275485436893204
749,0.7360436893203883
750,0.7512135922330098
751,0.7554611650485437
752,0.7154126213592233
753,0.7220873786407767
754,0.7148058252427184
755,0.7081310679611651
756,0.7111650485436893
757,0.7287621359223301
758,0.7481796116504854
759,0.7524271844660194
760,0.7445388349514563
761,0.7081310679611651
762,0.7463592233009708
763,0.7560679611650486
764,0.7396844660194175
765,0.7354368932038835
766,0.7475728155339806
767,0.7493932038834952
768,0.7324029126213593
769,0.7002427184466019
770,0.7530339805825242
771,0.7348300970873787
772,0.7305825242718447
773,0.7591019417475728
774,0.7378640776699029
775,0.7178398058252428
776,0.7736650485436893
777,0.7317961165048543
778,0.7736650485436893
779,0.7317961165048543
780,0.7572815533980582
781,0.7603155339805825
782,0.7451456310679612
783,0.7281553398058253
784,0.7269417475728155
785,0.7148058252427184
786,0.7645631067961165
787,0.7384708737864077
788,0.7354368932038835
789,0.725121359223301
790,0.7287621359223301
791,0.7348300970873787
792,0.7512135922330098
793,0.7287621359223301
794,0.716626213592233
795,0.7463592233009708
796,0.7063106796116505
797,0.7445388349514563
798,0.7463592233009708
799,0.7275485436893204
800,0.779126213592233
801,0.7226941747572816
802,0.7396844660194175
803,0.7178398058252428
804,0.7506067961165048
805,0.7445388349514563
806,0.7433252427184466
807,0.7572815533980582
808,0.7336165048543689
809,0.7257281553398058
810,0.7269417475728155
811,0.7220873786407767
812,0.7263349514563107
813,0.6947815533980582
814,0.7366504854368932
815,0.741504854368932
816,0.7299757281553398
817,0.7493932038834952
818,0.7263349514563107
819,0.7493932038834952
820,0.7287621359223301
821,0.7493932038834952
822,0.7324029126213593
823,0.7639563106796117
824,0.7384708737864077
825,0.7445388349514563
826,0.7287621359223301
827,0.7141990291262136
828,0.7184466019417476
829,0.7233009708737864
830,0.7099514563106796
831,0.7257281553398058
832,0.7233009708737864
833,0.7336165048543689
834,0.7281553398058253
835,0.7299757281553398
836,0.7330097087378641
837,0.7390776699029126
838,0.7548543689320388
839,0.7603155339805825
840,0.745752427184466
841,0.716626213592233
842,0.7275485436893204
843,0.7324029126213593
844,0.7433252427184466
845,0.7281553398058253
846,0.7287621359223301
847,0.7087378640776699
848,0.7475728155339806
849,0.754247572815534
850,0.725121359223301
851,0.7154126213592233
852,0.7493932038834952
853,0.7245145631067961
854,0.7129854368932039
855,0.7324029126213593
856,0.7512135922330098
857,0.7293689320388349
858,0.720873786407767
859,0.7451456310679612
860,0.7530339805825242
861,0.7487864077669902
862,0.7487864077669902
863,0.7299757281553398
864,0.7226941747572816
865,0.7396844660194175
866,0.75
867,0.7524271844660194
868,0.7408980582524272
869,0.7518203883495146
870,0.754247572815534
871,0.7366504854368932
872,0.712378640776699
873,0.7263349514563107
874,0.6996359223300971
875,0.7451456310679612
876,0.7275485436893204
877,0.7148058252427184
878,0.7536407766990292
879,0.7682038834951457
880,0.7075242718446602
881,0.7172330097087378
882,0.7348300970873787
883,0.7299757281553398
884,0.7190533980582524
885,0.7160194174757282
886,0.75
887,0.7821601941747572
888,0.7348300970873787
889,0.7245145631067961
890,0.7190533980582524
891,0.7439320388349514
892,0.7214805825242718
893,0.7445388349514563
894,0.7202669902912622
895,0.7487864077669902
896,0.7408980582524272
897,0.7627427184466019
898,0.7148058252427184
899,0.745752427184466
900,0.691747572815534
901,0.7609223300970874
902,0.7099514563106796
903,0.7281553398058253
904,0.7257281553398058
905,0.7245145631067961
906,0.7239077669902912
907,0.7281553398058253
908,0.7384708737864077
909,0.7038834951456311
910,0.7044902912621359
911,0.7305825242718447
912,0.7275485436893204
913,0.7105582524271845
914,0.7233009708737864
915,0.7324029126213593
916,0.7214805825242718
917,0.7184466019417476
918,0.7633495145631068
919,0.7330097087378641
920,0.725121359223301
921,0.6947815533980582
922,0.7451456310679612
923,0.7421116504854369
924,0.7354368932038835
925,0.7512135922330098
926,0.7615291262135923
927,0.7427184466019418
928,0.7038834951456311
929,0.7336165048543689
930,0.7408980582524272
931,0.6923543689320388
932,0.7591019417475728
933,0.7311893203883495
934,0.7275485436893204
935,0.7487864077669902
936,0.7402912621359223
937,0.7615291262135923
938,0.7305825242718447
939,0.7154126213592233
940,0.7263349514563107
941,0.7324029126213593
942,0.7518203883495146
943,0.7233009708737864
944,0.7366504854368932
945,0.7597087378640777
946,0.7063106796116505
947,0.7493932038834952
948,0.741504854368932
949,0.7324029126213593
950,0.725121359223301
951,0.7366504854368932
952,0.695995145631068
953,0.7384708737864077
954,0.7233009708737864
955,0.7263349514563107
956,0.7281553398058253
957,0.7178398058252428
958,0.7178398058252428
959,0.7548543689320388
960,0.7469660194174758
961,0.7342233009708737
962,0.7190533980582524
963,0.7384708737864077
964,0.7451456310679612
965,0.7439320388349514
966,0.75
967,0.7408980582524272
968,0.7700242718446602
969,0.7202669902912622
970,0.754247572815534
971,0.754247572815534
972,0.7317961165048543
973,0.7408980582524272
974,0.7293689320388349
975,0.7317961165048543
976,0.7311893203883495
977,0.725121359223301
978,0.7324029126213593
979,0.7257281553398058
980,0.7603155339805825
981,0.7591019417475728
982,0.7160194174757282
983,0.7305825242718447
984,0.7651699029126213
985,0.7421116504854369
986,0.7475728155339806
987,0.774878640776699
988,0.7372572815533981
989,0.7354368932038835
990,0.7233009708737864
991,0.7311893203883495
992,0.7317961165048543
993,0.7057038834951457
994,0.7451456310679612
995,0.6941747572815534
996,0.7160194174757282
997,0.7815533980582524
998,0.7524271844660194
999,0.7093446601941747
1000,0.745752427184466
1001,0.7226941747572816
1002,0.7372572815533981
1003,0.7700242718446602
1004,0.75
1005,0.6941747572815534
1006,0.7578883495145631
1007,0.7597087378640777
1008,0.7330097087378641
1009,0.6966019417475728
1010,0.7148058252427184
1011,0.7439320388349514
1012,0.7160194174757282
1013,0.754247572815534
1014,0.7233009708737864
1015,0.7311893203883495
1016,0.7257281553398058
1017,0.7342233009708737
1018,0.754247572815534
1019,0.7378640776699029
1020,0.7475728155339806
1021,0.745752427184466
1022,0.6941747572815534
1023,0.7700242718446602
1024,0.7069174757281553
1025,0.7433252427184466
1026,0.7050970873786407
1027,0.75
1028,0.7281553398058253
1029,0.7196601941747572
1030,0.7233009708737864
1031,0.7354368932038835
1032,0.7154126213592233
1033,0.7044902912621359
1034,0.7421116504854369
1035,0.7560679611650486
1036,0.7366504854368932
1037,0.7154126213592233
1038,0.7239077669902912
1039,0.7069174757281553
1040,0.7269417475728155
1041,0.7330097087378641
1042,0.7949029126213593
1043,0.7324029126213593
1044,0.754247572815534
1045,0.7330097087378641
1046,0.7706310679611651
1047,0.7439320388349514
1048,0.6935679611650486
1049,0.7275485436893204
1050,0.7293689320388349
1051,0.7396844660194175
1052,0.7239077669902912
1053,0.7220873786407767
1054,0.7202669902912622
1055,0.7154126213592233
1056,0.7354368932038835
1057,0.7172330097087378
1058,0.7026699029126213
1059,0.7372572815533981
1060,0.7742718446601942
1061,0.75
1062,0.7554611650485437
1063,0.7427184466019418
1064,0.7493932038834952
1065,0.7366504854368932
1066,0.745752427184466
1067,0.7311893203883495
1068,0.7160194174757282
1069,0.7524271844660194
1070,0.712378640776699
1071,0.7603155339805825
1072,0.6929611650485437
1073,0.6868932038834952
1074,0.745752427184466
1075,0.7578883495145631
1076,0.7148058252427184
1077,0.7014563106796117
1078,0.7384708737864077
1079,0.7245145631067961
1080,0.7572815533980582
1081,0.6953883495145631
1082,0.7263349514563107
1083,0.7390776699029126
1084,0.7263349514563107
1085,0.7366504854368932
1086,0.7421116504854369
1087,0.7093446601941747
1088,0.7099514563106796
1089,0.7293689320388349
1090,0.7281553398058253
1091,0.7087378640776699
1092,0.7269417475728155
1093,0.7299757281553398
1094,0.7305825242718447
1095,0.7354368932038835
1096,0.7275485436893204
1097,0.7293689320388349
1098,0.7408980582524272
1099,0.7141990291262136
1100,0.7305825242718447
1101,0.7269417475728155
1102,0.7609223300970874
1103,0.712378640776699
1104,0.7378640776699029
1105,0.7342233009708737
1106,0.7366504854368932
1107,0.7226941747572816
1108,0.7257281553398058
1109,0.7402912621359223
1110,0.7129854368932039
1111,0.720873786407767
1112,0.7366504854368932
1113,0.7512135922330098
1114,0.7548543689320388
1115,0.7688106796116505
1116,0.7148058252427184
1117,0.7360436893203883
1118,0.7506067961165048
1119,0.7493932038834952
1120,0.7408980582524272
1121,0.7548543689320388
1122,0.7439320388349514
1123,0.7269417475728155
1124,0.7275485436893204
1125,0.7330097087378641
1126,0.7141990291262136
1127,0.7360436893203883
1128,0.7348300970873787
1129,0.7372572815533981
1130,0.7233009708737864
1131,0.720873786407767
1132,0.7087378640776699
1133,0.7396844660194175
1134,0.7390776699029126
1135,0.691747572815534
1136,0.7214805825242718
1137,0.7560679611650486
1138,0.7196601941747572
1139,0.7384708737864077
1140,0.7233009708737864
1141,0.7348300970873787
1142,0.7402912621359223
1143,0.7281553398058253
1144,0.7384708737864077
1145,0.7609223300970874
1146,0.7330097087378641
1147,0.7663834951456311
1148,0.7257281553398058
1149,0.7524271844660194
1150,0.7445388349514563
1151,0.7324029126213593
1152,0.7226941747572816
1153,0.7548543689320388
1154,0.716626213592233
1155,0.7330097087378641
1156,0.7281553398058253
1157,0.7536407766990292
1158,0.7421116504854369
1159,0.7487864077669902
1160,0.7360436893203883
1161,0.716626213592233
1162,0.7081310679611651
1163,0.7524271844660194
1164,0.7178398058252428
1165,0.754247572815534
1166,0.7214805825242718
1167,0.75
1168,0.7408980582524272
1169,0.7463592233009708
1170,0.712378640776699
1171,0.7111650485436893
1172,0.7524271844660194
1173,0.7305825242718447
1174,0.7591019417475728
1175,0.7536407766990292
1176,0.7311893203883495
1177,0.741504854368932
1178,0.7578883495145631
1179,0.7330097087378641
1180,0.7360436893203883
1181,0.7317961165048543
1182,0.7360436893203883
1183,0.7050970873786407
1184,0.7421116504854369
1185,0.7609223300970874
1186,0.695995145631068
1187,0.7269417475728155
1188,0.7281553398058253
1189,0.7372572815533981
1190,0.7324029126213593
1191,0.7172330097087378
1192,0.7342233009708737
1193,0.6850728155339806
1194,0.7645631067961165
1195,0.7281553398058253
1196,0.7597087378640777
1197,0.7263349514563107
1198,0.7354368932038835
1199,0.7202669902912622
1200,0.7336165048543689
1201,0.7439320388349514
1202,0.7239077669902912
1203,0.7463592233009708
1204,0.6947815533980582
1205,0.754247572815534
1206,0.758495145631068
1207,0.741504854368932
1208,0.7609223300970874
1209,0.7742718446601942
1210,0.720873786407767
1211,0.7099514563106796
1212,0.7220873786407767
1213,0.7366504854368932
1214,0.75
1215,0.7493932038834952
1216,0.7609223300970874
1217,0.7475728155339806
1218,0.7311893203883495
1219,0.7560679611650486
1220,0.7524271844660194
1221,0.7591019417475728
1222,0.7445388349514563
1223,0.6996359223300971
1224,0.7366504854368932
1225,0.7451456310679612
1226,0.7190533980582524
1227,0.7178398058252428
1228,0.7245145631067961
1229,0.7178398058252428
1230,0.7057038834951457
1231,0.7633495145631068
1232,0.7481796116504854
1233,0.7421116504854369
1234,0.7196601941747572
1235,0.7372572815533981
1236,0.7069174757281553
1237,0.7239077669902912
1238,0.7554611650485437
1239,0.7402912621359223
1240,0.7548543689320388
1241,0.7099514563106796
1242,0.7469660194174758
1243,0.7360436893203883
1244,0.7469660194174758
1245,0.7026699029126213
1246,0.7239077669902912
1247,0.7445388349514563
1248,0.7433252427184466
1249,0.725121359223301
1250,0.7317961165048543
1251,0.7548543689320388
1252,0.7044902912621359
1253,0.7093446601941747
1254,0.720873786407767
1255,0.7348300970873787
1256,0.7032766990291263
1257,0.7506067961165048
1258,0.7342233009708737
1259,0.7481796116504854
1260,0.7396844660194175
1261,0.7372572815533981
1262,0.7160194174757282
1263,0.725121359223301
